"EmployeeKey","ParentEmployeeKey","EmployeeNationalIDAlternateKey","ParentEmployeeNationalIDAlternateKey","SalesTerritoryKey","FirstName","LastName","MiddleName","NameStyle","Title","HireDate","BirthDate","LoginID","EmailAddress","Phone","MaritalStatus","EmergencyContactName","EmergencyContactPhone","SalariedFlag","Gender","PayFrequency","BaseRate","VacationHours","SickLeaveHours","CurrentFlag","SalesPersonFlag","DepartmentName","StartDate","EndDate","Status","EmployeePhoto"
"163","23","551834634","","11","Shane","Kim","S","False","Production Supervisor - WC45","9/8/2008 12:00:00 AM","12/22/1989 12:00:00 AM","adventure-works\shane0","shane0@adventure-works.com","810-555-0178","S","Shane Kim","810-555-0178","False","M","2","25.0000","75","57","True","False","Production","9/8/2008 12:00:00 AM","","Current","System.Byte[]"
"164","186","305522471","","11","John","Chen","Y","False","Production Technician - WC20","9/9/2008 12:00:00 AM","11/3/1985 12:00:00 AM","adventure-works\john2","john2@adventure-works.com","201-555-0163","M","John Chen","201-555-0163","False","M","1","14.0000","18","29","True","False","Production","9/9/2008 12:00:00 AM","","Current","System.Byte[]"
"165","92","260770918","","11","Karen","Berge","R","False","Document Control Assistant","9/9/2008 12:00:00 AM","7/25/1975 12:00:00 AM","adventure-works\karen0","karen0@adventure-works.com","746-555-0164","M","Karen Berge","746-555-0164","False","F","2","10.2500","79","59","True","False","Document Control","9/9/2008 12:00:00 AM","","Current","System.Byte[]"
"166","18","788456780","","11","Jose","Lugo","R","False","Production Technician - WC60","9/10/2008 12:00:00 AM","2/29/1984 12:00:00 AM","adventure-works\jose0","jose0@adventure-works.com","587-555-0115","M","Jose Lugo","587-555-0115","False","M","1","12.4500","20","30","True","False","Production","9/10/2008 12:00:00 AM","","Current","System.Byte[]"
"167","76","370581729","","11","Mandar","Samant","H","False","Production Technician - WC50","9/10/2008 12:00:00 AM","10/19/1985 12:00:00 AM","adventure-works\mandar0","mandar0@adventure-works.com","140-555-0132","S","Mandar Samant","140-555-0132","False","M","1","11.0000","0","20","True","False","Production","9/10/2008 12:00:00 AM","","Current","System.Byte[]"
"168","278","603686790","","11","Mikael","Sandberg","Q","False","Buyer","9/10/2008 12:00:00 AM","3/17/1984 12:00:00 AM","adventure-works\mikael0","mikael0@adventure-works.com","309-555-0170","S","Mikael Sandberg","309-555-0170","False","M","2","18.2692","59","49","True","False","Purchasing","9/10/2008 12:00:00 AM","","Current","System.Byte[]"
"169","76","152085091","","11","Sameer","Tejani","A","False","Production Technician - WC50","9/11/2008 12:00:00 AM","1/24/1978 12:00:00 AM","adventure-works\sameer0","sameer0@adventure-works.com","990-555-0172","M","Sameer Tejani","990-555-0172","False","M","1","11.0000","4","22","True","False","Production","9/11/2008 12:00:00 AM","","Current","System.Byte[]"
"170","142","663843431","","11","Dragan","Tomic","K","False","Accounts Payable Specialist","9/11/2008 12:00:00 AM","9/14/1976 12:00:00 AM","adventure-works\dragan0","dragan0@adventure-works.com","117-555-0185","M","Dragan Tomic","117-555-0185","False","M","2","19.0000","63","51","True","False","Finance","9/11/2008 12:00:00 AM","","Current","System.Byte[]"
"171","177","227319668","","11","Carol","Philips","M","False","Production Technician - WC30","9/12/2008 12:00:00 AM","5/17/1988 12:00:00 AM","adventure-works\carol0","carol0@adventure-works.com","609-555-0153","M","Carol Philips","609-555-0153","False","F","1","9.5000","45","42","True","False","Production","9/12/2008 12:00:00 AM","","Current","System.Byte[]"
"172","89","578953538","","11","Rob","Caron","T","False","Production Technician - WC40","9/13/2008 12:00:00 AM","3/4/1973 12:00:00 AM","adventure-works\rob1","rob1@adventure-works.com","238-555-0116","S","Rob Caron","238-555-0116","False","M","1","15.0000","71","55","True","False","Production","9/13/2008 12:00:00 AM","","Current","System.Byte[]"
"173","40","222400012","","11","Don","Hall","L","False","Production Technician - WC50","9/13/2008 12:00:00 AM","1/11/1971 12:00:00 AM","adventure-works\don0","don0@adventure-works.com","100-555-0174","M","Don Hall","100-555-0174","False","M","1","11.0000","88","64","True","False","Production","9/13/2008 12:00:00 AM","","Current","System.Byte[]"
"174","46","470689086","","11","Alan","Brewer","J","False","Scheduling Assistant","9/13/2008 12:00:00 AM","10/28/1983 12:00:00 AM","adventure-works\alan0","alan0@adventure-works.com","438-555-0172","M","Alan Brewer","438-555-0172","False","M","2","16.0000","47","43","True","False","Production Control","9/13/2008 12:00:00 AM","","Current","System.Byte[]"
"175","188","860123571","","11","David","Lawrence","Oliver","False","Production Technician - WC30","9/14/2008 12:00:00 AM","4/23/1985 12:00:00 AM","adventure-works\david7","david7@adventure-works.com","118-555-0177","M","David Lawrence","118-555-0177","False","M","1","9.5000","29","34","True","False","Production","9/14/2008 12:00:00 AM","","Current","System.Byte[]"
"176","89","273260055","","11","Baris","Cetinok","F","False","Production Technician - WC40","9/15/2008 12:00:00 AM","5/7/1990 12:00:00 AM","adventure-works\baris0","baris0@adventure-works.com","164-555-0114","S","Baris Cetinok","164-555-0114","False","M","1","15.0000","72","56","True","False","Production","9/15/2008 12:00:00 AM","","Current","System.Byte[]"
"177","23","578935259","","11","Michael","Ray","Sean","False","Production Supervisor - WC30","9/15/2008 12:00:00 AM","8/29/1988 12:00:00 AM","adventure-works\michael3","michael3@adventure-works.com","156-555-0199","S","Michael Ray","156-555-0199","False","M","2","25.0000","70","55","True","False","Production","9/15/2008 12:00:00 AM","","Current","System.Byte[]"
"178","20","752513276","","11","Steve","Masters","F","False","Production Technician - WC60","9/15/2008 12:00:00 AM","11/4/1990 12:00:00 AM","adventure-works\steve0","steve0@adventure-works.com","712-555-0170","S","Steve Masters","712-555-0170","False","M","1","12.4500","31","35","True","False","Production","9/15/2008 12:00:00 AM","","Current","System.Byte[]"
"179","18","754372876","","11","Suchitra","Mohan","O","False","Production Technician - WC60","9/16/2008 12:00:00 AM","1/8/1987 12:00:00 AM","adventure-works\suchitra0","suchitra0@adventure-works.com","753-555-0129","M","Suchitra Mohan","753-555-0129","False","F","1","12.4500","15","27","True","False","Production","9/16/2008 12:00:00 AM","","Current","System.Byte[]"
"180","44","58317344","","11","Karen","Berg","A","False","Application Specialist","9/16/2008 12:00:00 AM","12/17/1977 12:00:00 AM","adventure-works\karen1","karen1@adventure-works.com","654-555-0177","S","Karen Berg","654-555-0177","True","F","2","27.4038","74","57","True","False","Information Services","9/16/2008 12:00:00 AM","","Current","System.Byte[]"
"181","147","404159499","","11","Terrence","Earls","W","False","Production Technician - WC20","9/16/2008 12:00:00 AM","7/8/1984 12:00:00 AM","adventure-works\terrence0","terrence0@adventure-works.com","110-555-0115","S","Terrence Earls","110-555-0115","False","M","1","14.0000","13","26","True","False","Production","9/16/2008 12:00:00 AM","","Current","System.Byte[]"
"182","142","363910111","","11","Barbara","Moreland","C","False","Accountant","9/18/2008 12:00:00 AM","8/4/1975 12:00:00 AM","adventure-works\barbara1","barbara1@adventure-works.com","822-555-0145","M","Barbara Moreland","822-555-0145","True","F","2","26.4423","58","49","True","False","Finance","9/18/2008 12:00:00 AM","","Current","System.Byte[]"
"183","40","599942664","","11","Chad","Niswonger","W","False","Production Technician - WC50","9/18/2008 12:00:00 AM","3/4/1990 12:00:00 AM","adventure-works\chad0","chad0@adventure-works.com","559-555-0175","M","Chad Niswonger","559-555-0175","False","M","1","11.0000","99","69","True","False","Production","9/18/2008 12:00:00 AM","","Current","System.Byte[]"
"184","138","993310268","","11","Rostislav","Shabalin","E","False","Production Technician - WC30","9/19/2008 12:00:00 AM","4/13/1977 12:00:00 AM","adventure-works\rostislav0","rostislav0@adventure-works.com","751-555-0134","M","Rostislav Shabalin","751-555-0134","False","M","1","9.5000","40","40","True","False","Production","9/19/2008 12:00:00 AM","","Current","System.Byte[]"
"185","201","20244403","","11","Belinda","Newman","M","False","Production Technician - WC45","9/20/2008 12:00:00 AM","10/15/1974 12:00:00 AM","adventure-works\belinda0","belinda0@adventure-works.com","319-555-0126","S","Belinda Newman","319-555-0126","False","F","1","10.0000","83","61","True","False","Production","9/20/2008 12:00:00 AM","","Current","System.Byte[]"
"186","23","862951447","","11","Katie","McAskill-White","L","False","Production Supervisor - WC20","9/20/2008 12:00:00 AM","6/18/1984 12:00:00 AM","adventure-works\katie0","katie0@adventure-works.com","809-555-0133","S","Katie McAskill-White","809-555-0133","False","F","2","25.0000","42","41","True","False","Production","9/20/2008 12:00:00 AM","","Current","System.Byte[]"
"187","188","551346974","","11","Russell","King","M","False","Production Technician - WC30","9/21/2008 12:00:00 AM","9/11/1981 12:00:00 AM","adventure-works\russell1","russell1@adventure-works.com","517-555-0122","M","Russell King","517-555-0122","False","M","1","9.5000","24","32","True","False","Production","9/21/2008 12:00:00 AM","","Current","System.Byte[]"
"188","23","60114406","","11","Jack","Richins","S","False","Production Supervisor - WC30","9/21/2008 12:00:00 AM","1/20/1983 12:00:00 AM","adventure-works\jack0","jack0@adventure-works.com","552-555-0111","S","Jack Richins","552-555-0111","False","M","2","25.0000","68","54","True","False","Production","9/21/2008 12:00:00 AM","","Current","System.Byte[]"
"189","23","33237992","","11","Andrew","Hill","R","False","Production Supervisor - WC10","9/22/2008 12:00:00 AM","4/6/1988 12:00:00 AM","adventure-works\andrew0","andrew0@adventure-works.com","908-555-0159","S","Andrew Hill","908-555-0159","False","M","2","25.0000","65","52","True","False","Production","9/22/2008 12:00:00 AM","","Current","System.Byte[]"
"190","89","1300049","","11","Nicole","Holliday","B","False","Production Technician - WC40","9/22/2008 12:00:00 AM","11/7/1985 12:00:00 AM","adventure-works\nicole0","nicole0@adventure-works.com","508-555-0129","M","Nicole Holliday","508-555-0129","False","F","1","15.0000","67","53","True","False","Production","9/22/2008 12:00:00 AM","","Current","System.Byte[]"
"191","16","10708100","","11","Frank","Miller","T","False","Production Technician - WC50","9/23/2008 12:00:00 AM","2/21/1971 12:00:00 AM","adventure-works\frank1","frank1@adventure-works.com","167-555-0139","S","Frank Miller","167-555-0139","False","M","1","11.0000","10","25","True","False","Production","9/23/2008 12:00:00 AM","","Current","System.Byte[]"
"192","154","672243793","","11","Peter","Connelly","I","False","Network Administrator","9/23/2008 12:00:00 AM","12/27/1979 12:00:00 AM","adventure-works\peter1","peter1@adventure-works.com","310-555-0133","S","Peter Connelly","310-555-0133","False","M","2","32.4519","69","54","True","False","Information Services","9/23/2008 12:00:00 AM","","Current","System.Byte[]"
"193","111","63761469","","11","Anibal","Sousa","T","False","Production Technician - WC20","9/23/2008 12:00:00 AM","4/5/1974 12:00:00 AM","adventure-works\anibal0","anibal0@adventure-works.com","106-555-0120","S","Anibal Sousa","106-555-0120","False","F","1","14.0000","8","24","True","False","Production","9/23/2008 12:00:00 AM","","Current","System.Byte[]"
"194","214","693168613","","11","Ken","Myer","L","False","Production Technician - WC40","9/24/2008 12:00:00 AM","12/26/1980 12:00:00 AM","adventure-works\ken1","ken1@adventure-works.com","949-555-0174","M","Ken Myer","949-555-0174","False","M","1","15.0000","51","45","True","False","Production","9/24/2008 12:00:00 AM","","Current","System.Byte[]"
"195","32","476980013","","11","Grant","Culbertson","N","False","Human Resources Administrative Assistant","9/25/2008 12:00:00 AM","11/15/1975 12:00:00 AM","adventure-works\grant0","grant0@adventure-works.com","955-555-0131","S","Grant Culbertson","955-555-0131","False","M","2","13.9423","53","46","True","False","Human Resources","9/25/2008 12:00:00 AM","","Current","System.Byte[]"
"196","40","334834274","","11","Michael","Entin","T","False","Production Technician - WC50","9/25/2008 12:00:00 AM","1/13/1989 12:00:00 AM","adventure-works\michael4","michael4@adventure-works.com","817-555-0186","S","Michael Entin","817-555-0186","False","M","1","11.0000","94","67","True","False","Production","9/25/2008 12:00:00 AM","","Current","System.Byte[]"
"197","163","399658727","","11","Lionel","Penuchot","C","False","Production Technician - WC45","9/26/2008 12:00:00 AM","10/13/1987 12:00:00 AM","adventure-works\lionel0","lionel0@adventure-works.com","450-555-0152","S","Lionel Penuchot","450-555-0152","False","M","1","10.0000","78","59","True","False","Production","9/26/2008 12:00:00 AM","","Current","System.Byte[]"
"198","9","500412746","","11","Thomas","Michaels","R","False","Production Technician - WC60","9/26/2008 12:00:00 AM","8/10/1985 12:00:00 AM","adventure-works\thomas0","thomas0@adventure-works.com","278-555-0118","M","Thomas Michaels","278-555-0118","False","M","1","12.4500","37","38","True","False","Production","9/26/2008 12:00:00 AM","","Current","System.Byte[]"
"199","87","652779496","","11","Jimmy","Bischoff","T","False","Stocker","9/26/2008 12:00:00 AM","6/1/1990 12:00:00 AM","adventure-works\jimmy0","jimmy0@adventure-works.com","927-555-0168","M","Jimmy Bischoff","927-555-0168","False","M","1","9.0000","96","68","True","False","Shipping and Receiving","9/26/2008 12:00:00 AM","","Current","System.Byte[]"
"200","138","878395493","","11","Michael","Vanderhyde","T","False","Production Technician - WC30","9/26/2008 12:00:00 AM","4/18/1982 12:00:00 AM","adventure-works\michael5","michael5@adventure-works.com","296-555-0121","M","Michael Vanderhyde","296-555-0121","False","M","1","9.5000","35","37","True","False","Production","9/26/2008 12:00:00 AM","","Current","System.Byte[]"
"201","23","332349500","","11","Lori","Kane","A","False","Production Supervisor - WC45","9/26/2008 12:00:00 AM","2/16/1980 12:00:00 AM","adventure-works\lori0","lori0@adventure-works.com","289-555-0196","S","Lori Kane","289-555-0196","False","F","2","25.0000","76","58","True","False","Production","9/26/2008 12:00:00 AM","","Current","System.Byte[]"
"202","278","792847334","","11","Arvind","Rao","B","False","Buyer","9/28/2008 12:00:00 AM","3/21/1974 12:00:00 AM","adventure-works\arvind0","arvind0@adventure-works.com","848-555-0163","M","Arvind Rao","848-555-0163","False","M","2","18.2692","60","50","True","False","Purchasing","9/28/2008 12:00:00 AM","","Current","System.Byte[]"
"203","186","621932914","","11","Stefen","Hesse","A","False","Production Technician - WC20","9/28/2008 12:00:00 AM","7/21/1975 12:00:00 AM","adventure-works\stefen0","stefen0@adventure-works.com","165-555-0113","S","Stefen Hesse","165-555-0113","False","M","1","14.0000","19","29","True","False","Production","9/28/2008 12:00:00 AM","","Current","System.Byte[]"
"204","23","398223854","","11","Hazem","Abolrous","E","False","Quality Assurance Manager","9/28/2008 12:00:00 AM","5/26/1977 12:00:00 AM","adventure-works\hazem0","hazem0@adventure-works.com","869-555-0125","S","Hazem Abolrous","869-555-0125","True","M","2","28.8462","80","60","True","False","Quality Assurance","9/28/2008 12:00:00 AM","","Current","System.Byte[]"
"205","142","519756660","","11","Janet","Sheperdigian","L","False","Accounts Payable Specialist","9/29/2008 12:00:00 AM","10/7/1978 12:00:00 AM","adventure-works\janet0","janet0@adventure-works.com","393-555-0186","M","Janet Sheperdigian","393-555-0186","False","F","2","19.0000","64","52","True","False","Finance","9/29/2008 12:00:00 AM","","Current","System.Byte[]"
"206","76","912141525","","11","Elizabeth","Keyser","I","False","Production Technician - WC50","9/30/2008 12:00:00 AM","8/25/1989 12:00:00 AM","adventure-works\elizabeth0","elizabeth0@adventure-works.com","318-555-0137","M","Elizabeth Keyser","318-555-0137","False","F","1","11.0000","5","22","True","False","Production","9/30/2008 12:00:00 AM","","Current","System.Byte[]"
"207","7","243322160","","11","Terry","Eminhizer","J","False","Marketing Specialist","9/30/2008 12:00:00 AM","9/4/1985 12:00:00 AM","adventure-works\terry0","terry0@adventure-works.com","138-555-0118","M","Terry Eminhizer","138-555-0118","False","M","2","14.4231","44","42","True","False","Marketing","9/30/2008 12:00:00 AM","","Current","System.Byte[]"
"208","188","568626529","","11","John","Frum","N","False","Production Technician - WC30","10/1/2008 12:00:00 AM","10/22/1981 12:00:00 AM","adventure-works\john3","john3@adventure-works.com","663-555-0172","S","John Frum","663-555-0172","False","M","1","9.5000","27","33","True","False","Production","10/1/2008 12:00:00 AM","","Current","System.Byte[]"
"209","177","301435199","","11","Merav","Netz","A","False","Production Technician - WC30","10/1/2008 12:00:00 AM","12/11/1982 12:00:00 AM","adventure-works\merav0","merav0@adventure-works.com","224-555-0187","M","Merav Netz","224-555-0187","False","F","1","9.5000","46","43","True","False","Production","10/1/2008 12:00:00 AM","","Current","System.Byte[]"
"210","46","368691270","","11","Brian","LaMee","P","False","Scheduling Assistant","10/1/2008 12:00:00 AM","3/11/1984 12:00:00 AM","adventure-works\brian1","brian1@adventure-works.com","313-555-0196","M","Brian LaMee","313-555-0196","False","M","2","16.0000","48","44","True","False","Production Control","10/1/2008 12:00:00 AM","","Current","System.Byte[]"
"211","40","211789056","","11","Kitti","Lertpiriyasuwat","H","False","Production Technician - WC50","10/2/2008 12:00:00 AM","1/4/1987 12:00:00 AM","adventure-works\kitti0","kitti0@adventure-works.com","785-555-0132","S","Kitti Lertpiriyasuwat","785-555-0132","False","F","1","11.0000","89","64","True","False","Production","10/2/2008 12:00:00 AM","","Current","System.Byte[]"
"212","20","63179277","","11","Jay","Adams","G","False","Production Technician - WC60","10/3/2008 12:00:00 AM","9/11/1975 12:00:00 AM","adventure-works\jay0","jay0@adventure-works.com","407-555-0165","S","Jay Adams","407-555-0165","False","M","1","12.4500","32","36","True","False","Production","10/3/2008 12:00:00 AM","","Current","System.Byte[]"
"213","188","587567941","","11","Jan","Miksovsky","S","False","Production Technician - WC30","10/3/2008 12:00:00 AM","6/15/1974 12:00:00 AM","adventure-works\jan0","jan0@adventure-works.com","139-555-0131","S","Jan Miksovsky","139-555-0131","False","M","1","9.5000","30","35","True","False","Production","10/3/2008 12:00:00 AM","","Current","System.Byte[]"
"214","23","634335025","","11","Brenda","Diaz","M","False","Production Supervisor - WC40","10/3/2008 12:00:00 AM","9/28/1982 12:00:00 AM","adventure-works\brenda0","brenda0@adventure-works.com","142-555-0139","M","Brenda Diaz","142-555-0139","False","F","2","25.0000","71","55","True","False","Production","10/3/2008 12:00:00 AM","","Current","System.Byte[]"
"215","126","65848458","","11","Andrew","Cencini","M","False","Production Technician - WC45","10/4/2008 12:00:00 AM","4/24/1988 12:00:00 AM","adventure-works\andrew1","andrew1@adventure-works.com","207-555-0192","S","Andrew Cencini","207-555-0192","False","M","1","10.0000","73","56","True","False","Production","10/4/2008 12:00:00 AM","","Current","System.Byte[]"
"216","92","260805477","","11","Chris","Norred","K","False","Control Specialist","10/4/2008 12:00:00 AM","12/24/1986 12:00:00 AM","adventure-works\chris1","chris1@adventure-works.com","575-555-0126","M","Chris Norred","575-555-0126","False","M","2","16.8269","75","57","True","False","Document Control","10/4/2008 12:00:00 AM","","Current","System.Byte[]"
"217","18","442121106","","11","Chris","Okelberry","O","False","Production Technician - WC60","10/5/2008 12:00:00 AM","3/7/1986 12:00:00 AM","adventure-works\chris2","chris2@adventure-works.com","315-555-0144","S","Chris Okelberry","315-555-0144","False","M","1","12.4500","16","28","True","False","Production","10/5/2008 12:00:00 AM","","Current","System.Byte[]"
"218","147","300946911","","11","Shelley","Dyck","N","False","Production Technician - WC20","10/5/2008 12:00:00 AM","7/8/1986 12:00:00 AM","adventure-works\shelley0","shelley0@adventure-works.com","991-555-0184","S","Shelley Dyck","991-555-0184","False","F","1","14.0000","14","27","True","False","Production","10/5/2008 12:00:00 AM","","Current","System.Byte[]"
"219","214","440379437","","11","Gabe","Mares","B","False","Production Technician - WC40","10/6/2008 12:00:00 AM","12/9/1987 12:00:00 AM","adventure-works\gabe0","gabe0@adventure-works.com","310-555-0117","M","Gabe Mares","310-555-0117","False","M","1","15.0000","57","48","True","False","Production","10/6/2008 12:00:00 AM","","Current","System.Byte[]"
"220","142","480951955","","11","Mike","Seamans","K","False","Accountant","10/6/2008 12:00:00 AM","1/29/1979 12:00:00 AM","adventure-works\mike0","mike0@adventure-works.com","927-555-0150","S","Mike Seamans","927-555-0150","True","M","2","26.4423","59","49","True","False","Finance","10/6/2008 12:00:00 AM","","Current","System.Byte[]"
"221","162","879342154","","11","Michael","Raheem","","False","Research and Development Manager","12/1/2008 12:00:00 AM","6/30/1984 12:00:00 AM","adventure-works\michael6","michael6@adventure-works.com","330-555-2568","M","Michael Raheem","330-555-2568","True","M","2","42.4808","16","64","True","False","Research and Development","12/1/2008 12:00:00 AM","","Current","System.Byte[]"
"222","152","141165819","","11","Gary","Altman","E.","False","Facilities Manager","7/2/2009 12:00:00 AM","9/18/1970 12:00:00 AM","adventure-works\gary1","gary1@adventure-works.com","110-555-0112","M","Gary Altman","110-555-0112","True","M","2","24.0385","86","63","True","False","Facilities and Maintenance","7/2/2009 12:00:00 AM","","Current","System.Byte[]"
"223","20","537092325","","11","Charles","Fitzgerald","B","False","Production Technician - WC60","7/3/2009 12:00:00 AM","4/2/1971 12:00:00 AM","adventure-works\charles0","charles0@adventure-works.com","931-555-0118","S","Charles Fitzgerald","931-555-0118","False","M","1","12.4500","27","33","True","False","Production","7/3/2009 12:00:00 AM","","Current","System.Byte[]"
"224","27","455563743","","11","Ebru","Ersan","N","False","Production Technician - WC10","7/6/2009 12:00:00 AM","4/22/1986 12:00:00 AM","adventure-works\ebru0","ebru0@adventure-works.com","202-555-0187","S","Ebru Ersan","202-555-0187","False","M","1","13.4500","93","66","True","False","Production","7/6/2009 12:00:00 AM","","Current","System.Byte[]"
"225","111","701156975","","11","Sylvester","Valdez","A","False","Production Technician - WC20","7/11/2009 12:00:00 AM","6/12/1970 12:00:00 AM","adventure-works\sylvester0","sylvester0@adventure-works.com","492-555-0174","M","Sylvester Valdez","492-555-0174","False","M","1","14.0000","4","22","True","False","Production","7/11/2009 12:00:00 AM","","Current","System.Byte[]"
"226","53","1662732","","11","Brian","Goldstein","Richard","False","Production Technician - WC40","7/11/2009 12:00:00 AM","7/23/1970 12:00:00 AM","adventure-works\brian2","brian2@adventure-works.com","730-555-0117","S","Brian Goldstein","730-555-0117","False","M","1","15.0000","63","51","True","False","Production","7/11/2009 12:00:00 AM","","Current","System.Byte[]"
"227","278","407505660","","11","Linda","Meisner","P","False","Buyer","7/17/2009 12:00:00 AM","6/30/1970 12:00:00 AM","adventure-works\linda2","linda2@adventure-works.com","916-555-0165","M","Linda Meisner","916-555-0165","False","F","2","18.2692","56","48","True","False","Purchasing","7/17/2009 12:00:00 AM","","Current","System.Byte[]"
"228","66","294148271","","11","Betsy","Stadick","A","False","Production Technician - WC10","7/18/2009 12:00:00 AM","7/17/1942 12:00:00 AM","adventure-works\betsy0","betsy0@adventure-works.com","405-555-0171","S","Betsy Stadick","405-555-0171","False","F","1","13.4500","99","69","True","False","Production","7/18/2009 12:00:00 AM","","Current","System.Byte[]"
"229","222","552560652","","11","Magnus","Hedlund","E","False","Facilities Administrative Assistant","7/21/2009 12:00:00 AM","3/27/1971 12:00:00 AM","adventure-works\magnus0","magnus0@adventure-works.com","583-555-0182","M","Magnus Hedlund","583-555-0182","False","M","2","9.7500","87","63","True","False","Facilities and Maintenance","7/21/2009 12:00:00 AM","","Current","System.Byte[]"
"230","20","834186596","","11","Karan","Khanna","R","False","Production Technician - WC60","7/22/2009 12:00:00 AM","10/5/1969 12:00:00 AM","adventure-works\karan0","karan0@adventure-works.com","447-555-0186","S","Karan Khanna","447-555-0186","False","M","1","12.4500","28","34","True","False","Production","7/22/2009 12:00:00 AM","","Current","System.Byte[]"
"231","27","717889520","","11","Mary","Baker","R","False","Production Technician - WC10","7/25/2009 12:00:00 AM","4/19/1986 12:00:00 AM","adventure-works\mary1","mary1@adventure-works.com","283-555-0185","M","Mary Baker","283-555-0185","False","F","1","13.4500","94","67","True","False","Production","7/25/2009 12:00:00 AM","","Current","System.Byte[]"
"232","27","801365500","","11","Kevin","Homer","M","False","Production Technician - WC10","7/25/2009 12:00:00 AM","4/19/1986 12:00:00 AM","adventure-works\kevin2","kevin2@adventure-works.com","555-555-0113","S","Kevin Homer","555-555-0113","False","M","1","13.4500","90","65","True","False","Production","7/25/2009 12:00:00 AM","","Current","System.Byte[]"
"233","53","413787783","","11","Mihail","Frintu","U","False","Production Technician - WC40","7/29/2009 12:00:00 AM","10/7/1970 12:00:00 AM","adventure-works\mihail0","mihail0@adventure-works.com","733-555-0128","S","Mihail Frintu","733-555-0128","False","M","1","15.0000","64","52","True","False","Production","7/29/2009 12:00:00 AM","","Current","System.Byte[]"
"234","189","109272464","","11","Bonnie","Kearney","N","False","Production Technician - WC10","8/1/2009 12:00:00 AM","4/10/1986 12:00:00 AM","adventure-works\bonnie0","bonnie0@adventure-works.com","264-555-0150","M","Bonnie Kearney","264-555-0150","False","F","1","13.4500","89","64","True","False","Production","8/1/2009 12:00:00 AM","","Current","System.Byte[]"
"235","278","482810518","","11","Fukiko","Ogisu","J","False","Buyer","8/4/2009 12:00:00 AM","6/24/1970 12:00:00 AM","adventure-works\fukiko0","fukiko0@adventure-works.com","520-555-0177","M","Fukiko Ogisu","520-555-0177","False","M","2","18.2692","57","48","True","False","Purchasing","8/4/2009 12:00:00 AM","","Current","System.Byte[]"
"236","111","113393530","","11","Hung-Fu","Ting","T","False","Production Technician - WC20","8/6/2009 12:00:00 AM","5/23/1971 12:00:00 AM","adventure-works\hung-fu0","hung-fu0@adventure-works.com","497-555-0181","S","Hung-Fu Ting","497-555-0181","False","M","1","14.0000","0","20","True","False","Production","8/6/2009 12:00:00 AM","","Current","System.Byte[]"
"237","278","466142721","","11","Gordon","Hee","L","False","Buyer","8/11/2009 12:00:00 AM","6/29/1942 12:00:00 AM","adventure-works\gordon0","gordon0@adventure-works.com","230-555-0144","M","Gordon Hee","230-555-0144","False","M","2","18.2692","52","46","True","False","Purchasing","8/11/2009 12:00:00 AM","","Current","System.Byte[]"
"238","66","390124815","","11","Kimberly","Zimmerman","B","False","Production Technician - WC10","8/12/2009 12:00:00 AM","4/13/1986 12:00:00 AM","adventure-works\kimberly0","kimberly0@adventure-works.com","123-555-0167","S","Kimberly Zimmerman","123-555-0167","False","F","1","13.4500","95","67","True","False","Production","8/12/2009 12:00:00 AM","","Current","System.Byte[]"
"239","18","6298838","","11","Kim","Abercrombie","B","False","Production Technician - WC60","8/16/2009 12:00:00 AM","7/14/1942 12:00:00 AM","adventure-works\kim1","kim1@adventure-works.com","208-555-0114","M","Kim Abercrombie","208-555-0114","False","F","1","12.4500","24","32","True","False","Production","8/16/2009 12:00:00 AM","","Current","System.Byte[]"
"240","53","943170460","","11","Sandeep","Kaliyath","P","False","Production Technician - WC40","8/17/2009 12:00:00 AM","7/3/1970 12:00:00 AM","adventure-works\sandeep0","sandeep0@adventure-works.com","166-555-0156","S","Sandeep Kaliyath","166-555-0156","False","M","1","15.0000","65","52","True","False","Production","8/17/2009 12:00:00 AM","","Current","System.Byte[]"
"241","111","339233463","","11","Prasanna","Samarawickrama","E","False","Production Technician - WC20","8/22/2009 12:00:00 AM","11/28/1952 12:00:00 AM","adventure-works\prasanna0","prasanna0@adventure-works.com","129-555-0199","M","Prasanna Samarawickrama","129-555-0199","False","M","1","14.0000","5","22","True","False","Production","8/22/2009 12:00:00 AM","","Current","System.Byte[]"
"242","278","367453993","","11","Frank","Pellow","S","False","Buyer","8/23/2009 12:00:00 AM","12/11/1951 12:00:00 AM","adventure-works\frank2","frank2@adventure-works.com","163-555-0147","M","Frank Pellow","163-555-0147","False","M","2","18.2692","58","49","True","False","Purchasing","8/23/2009 12:00:00 AM","","Current","System.Byte[]"
"243","111","872923042","","11","Min","Su","G","False","Production Technician - WC20","8/24/2009 12:00:00 AM","4/10/1974 12:00:00 AM","adventure-works\min0","min0@adventure-works.com","590-555-0152","M","Min Su","590-555-0152","False","M","1","14.0000","1","20","True","False","Production","8/24/2009 12:00:00 AM","","Current","System.Byte[]"
"244","53","697712387","","11","Eric","Brown","L","False","Production Technician - WC40","8/24/2009 12:00:00 AM","7/8/1942 12:00:00 AM","adventure-works\eric1","eric1@adventure-works.com","680-555-0118","M","Eric Brown","680-555-0118","False","M","1","15.0000","60","50","True","False","Production","8/24/2009 12:00:00 AM","","Current","System.Byte[]"
